FID,Id,作物,半径,备注,x,y
1032,1033,大豆,3, ,7246.7500000,-5299.3500977
1033,1034,大豆,3, ,5780.9199219,-5406.0200195
1034,1035,大豆,3, ,5832.5400391,-4979.3500977
1035,1036,大豆,3, ,5526.2998047,-4908.8100586
1036,1037,大豆,3, ,5020.4799805,-7295.0800781
1037,1038,大豆,3, ,5068.6499023,-7498.0898438
1038,1039,大豆,3, ,4741.7700195,-7432.7099609
1039,1040,大豆,3, ,6556.8500977,-7097.2299805
1040,1041,大豆,3, ,7136.6401367,-6842.6000977
1041,1042,大豆,3, ,7133.2001953,-6926.8999023
1042,1043,大豆,3, ,7095.3500977,-6954.4301758
1043,1044,大豆,3, ,5540.6601563,-8293.2197266
1044,1045,大豆,3, ,4985.9599609,-7914.9301758
1045,1046,大豆,3, ,5015.0498047,-7743.9702148
1046,1047,大豆,3, ,6519.1098633,-7536.6401367
1047,1048,大豆,3, ,6439.0898438,-7533.0000000
1048,1049,大豆,3, ,6279.0498047,-9135.2695313
1049,1050,大豆,3, ,6342.7001953,-9728.1699219
1050,1051,大豆,3, ,6628.2299805,-9739.0800781
1051,1052,大豆,3, ,6349.9702148,-10115.5000000
1052,1053,大豆,3, ,3483.7199707,-10217.4003906
1053,1054,大豆,3, ,3605.5700684,-11195.9003906
1054,1055,大豆,3, ,4553.1098633,-10753.9003906
1055,1056,大豆,3, ,5011.4199219,-11004.9003906
1056,1057,大豆,3, ,6095.3598633,-11308.5996094
1057,1058,大豆,3, ,6064.4399414,-11594.0996094
1058,1059,大豆,3, ,5042.3300781,-11397.7001953
1059,1060,大豆,3, ,5908.0297852,-10526.5996094
1060,1061,大豆,3, ,6348.1601563,-10182.7998047
1061,1062,大豆,3, ,6595.5000000,-10151.9003906
1062,1063,大豆,3, ,5826.1899414,-10462.9003906
1063,1064,大豆,3, ,5669.7797852,-10124.5996094
1064,1065,大豆,3, ,7146.5600586,-10348.2998047
1065,1066,大豆,3, ,6724.6298828,-10537.5000000
1066,1067,大豆,3, ,6824.6499023,-10755.7001953
1067,1068,大豆,3, ,7428.4599609,-11843.2998047
1068,1069,大豆,3, ,6851.9301758,-11592.2998047
1069,1070,大豆,3, ,6151.8999023,-13814.7998047
1070,1071,大豆,3, ,8305.6103516,-13937.5000000
1071,1072,大豆,3, ,8304.2597656,-14099.5000000
1072,1073,大豆,3, ,7413.2500000,-14414.0996094
1073,1074,大豆,3, ,1714.9899902,-17402.3007813
1074,1075,大豆,3, ,417.1459961,-17330.1992188
1075,1076,大豆,3, ,913.3800049,-17129.4003906
1076,1077,大豆,3, ,2950.6201172,-15971.5000000
1077,1078,大豆,3, ,14159.7998047,-12360.5000000
1078,1079,大豆,3, ,13185.2998047,-12507.5000000
1079,1080,大豆,3, ,14061.0000000,-11798.5996094
1080,1081,大豆,3, ,14087.4003906,-12924.5996094
1081,1082,大豆,3, ,13415.7998047,-12061.2998047
1082,1083,大豆,3, ,13219.9003906,-12058.7998047
1083,1084,大豆,3, ,13595.2998047,-11983.7998047
1084,1085,大豆,3, ,13739.0996094,-12122.5000000
1085,1086,大豆,3, ,13384.5996094,-12211.2998047
1086,1087,大豆,3, ,13283.7001953,-12415.7998047
1087,1088,大豆,3, ,14258.7998047,-12596.9003906
1088,1089,大豆,3, ,13537.2001953,-13243.5996094
1089,1090,大豆,3, ,12996.0000000,-13253.2998047
1090,1091,大豆,3, ,13330.0996094,-13491.0000000
1091,1092,大豆,3, ,13230.0996094,-13517.5000000
1092,1093,大豆,3, ,13015.9003906,-13737.7998047
1093,1094,大豆,3, ,13841.0996094,-13619.5000000
1094,1095,大豆,3, ,15034.5996094,-13630.7001953
1095,1096,大豆,3, ,14979.0000000,-13850.5000000
1096,1097,大豆,3, ,14914.7998047,-13906.5996094
1097,1098,大豆,3, ,16529.5996094,-12361.9003906
1098,1099,大豆,3, ,16689.8007813,-12694.5996094
1099,1100,大豆,3, ,17532.0000000,-12916.0996094
1100,1101,大豆,3, ,17612.8007813,-12815.0996094
1101,1102,大豆,3, ,16436.5000000,-13492.7001953
1102,1103,大豆,3, ,17078.8007813,-13523.0000000
1103,1104,大豆,3, ,17959.9003906,-13849.2001953
1104,1105,大豆,3, ,17922.4003906,-14406.2998047
1105,1106,大豆,3, ,17964.9003906,-14256.9003906
1106,1107,大豆,3, ,18842.4003906,-14127.0000000
1107,1108,大豆,3, ,19289.8007813,-13950.2001953
1108,1109,大豆,3, ,19489.0000000,-14292.2998047
1109,1110,大豆,3, ,19757.5000000,-14324.7998047
1110,1111,大豆,3, ,19797.9003906,-14124.9003906
1111,1112,大豆,3, ,19133.1992188,-14742.5996094
1112,1113,大豆,3, ,18831.5996094,-14495.7998047
1113,1114,大豆,3, ,17888.4003906,-14937.4003906
1114,1115,大豆,3, ,17707.3007813,-14918.5996094
1115,1116,大豆,3, ,17833.5996094,-15503.9003906
1116,1117,大豆,3, ,18047.9003906,-15571.0000000
1117,1118,大豆,3, ,18263.0000000,-15779.5000000
1118,1119,大豆,3, ,18184.3007813,-15855.2998047
1119,1120,大豆,3, ,18026.3007813,-16030.0000000
1120,1121,大豆,3, ,17465.5996094,-16483.0996094
1121,1122,大豆,3, ,18378.4003906,-16432.5996094
1122,1123,大豆,3, ,18041.4003906,-16481.0000000
1123,1124,大豆,3, ,18160.5000000,-16908.9003906
1124,1125,大豆,3, ,18019.8007813,-17637.6992188
1125,1126,大豆,3, ,19919.3007813,-15413.5000000
1126,1127,大豆,3, ,19732.8007813,-15087.2998047
1127,1128,大豆,3, ,19034.5996094,-15265.0000000
1128,1129,大豆,3, ,20336.4003906,-14577.4003906
1129,1130,大豆,3, ,20830.4003906,-15695.4003906
1130,1131,大豆,3, ,20540.5996094,-16039.2001953
1131,1132,大豆,3, ,19964.3007813,-17227.0000000
1132,1133,大豆,3, ,39074.3007813,-14704.2001953
1133,1134,大豆,3, ,38962.8984375,-14721.2001953
1134,1135,大豆,3, ,38811.0000000,-14932.0996094
1135,1136,大豆,3, ,39295.6015625,-14806.4003906
1136,1137,大豆,3, ,39205.1992188,-14805.0996094
1137,1138,大豆,3, ,43088.3984375,-12085.0996094
1138,1139,大豆,3, ,43045.1992188,-12112.2998047
1139,1140,大豆,3, ,42976.6015625,-12025.7998047
1140,1141,大豆,3, ,43243.6015625,-12108.5996094
1141,1142,大豆,3, ,43208.8007813,-12115.0996094
1142,1143,大豆,3, ,43225.6992188,-12677.4003906
1143,1144,大豆,3, ,42978.3984375,-12454.5000000
1144,1145,大豆,3, ,42891.0000000,-12401.9003906
1145,1146,大豆,3, ,42814.8984375,-12246.7998047
1146,1147,大豆,3, ,42753.6992188,-12226.0996094
1147,1148,大豆,3, ,42813.8984375,-12036.2001953
1148,1149,大豆,3, ,43876.1992188,-10932.0000000
1149,1150,大豆,3, ,43185.6015625,-11071.2001953
1150,1151,大豆,3, ,42977.3007813,-11193.4003906
1151,1152,大豆,3, ,42957.1015625,-11301.2998047
1152,1153,大豆,3, ,43089.5000000,-11532.4003906
1153,1154,大豆,3, ,43138.3984375,-10828.2998047
1154,1155,大豆,3, ,44204.1992188,-11287.0000000
1155,1156,大豆,3, ,44470.6015625,-11239.7998047
1156,1157,大豆,3, ,44658.6992188,-11416.0000000
1157,1158,大豆,3, ,44228.6015625,-11362.9003906
1158,1159,大豆,3, ,44204.1992188,-11367.0996094
1159,1160,大豆,3, ,44209.3007813,-11466.5996094
1160,1161,大豆,3, ,44490.0000000,-11291.2001953
1161,1162,大豆,3, ,44577.6992188,-10930.2998047
1162,1163,大豆,3, ,44549.8984375,-11377.2001953
1163,1164,大豆,3, ,44254.8007813,-11442.2001953
1164,1165,大豆,3, ,45382.1992188,-11510.5000000
1165,1166,大豆,3, ,45121.6015625,-11578.7998047
1166,1167,大豆,3, ,44679.1992188,-9941.3798828
1167,1168,大豆,3, ,44633.1015625,-10165.0000000
1168,1169,大豆,3, ,44102.6992188,-9844.9501953
1169,1170,大豆,3, ,44070.8984375,-10259.4003906
1170,1171,大豆,3, ,43963.1992188,-10414.2998047
1171,1172,大豆,3, ,42350.5000000,-10455.2001953
1172,1173,大豆,3, ,42476.6992188,-10379.5000000
1173,1174,大豆,3, ,42745.3984375,-10584.7001953
1174,1175,大豆,3, ,42762.5000000,-10637.5996094
1175,1176,大豆,3, ,42776.3007813,-10680.0000000
1176,1177,大豆,3, ,42846.3007813,-10864.7998047
1177,1178,大豆,3, ,42690.0000000,-10972.2998047
1178,1179,大豆,3, ,42791.0000000,-11072.4003906
1179,1180,大豆,3, ,42243.0000000,-10488.5996094
1180,1181,大豆,3, ,38732.1992188,-12002.0996094
1181,1182,大豆,3, ,38555.6015625,-11667.7998047
1182,1183,大豆,3, ,38976.6015625,-11656.7001953
1183,1184,大豆,3, ,39129.8007813,-11354.5996094
1184,1185,大豆,3, ,38919.8984375,-11299.0000000
1185,1186,大豆,3, ,37316.1992188,-8410.8798828
1186,1187,大豆,3, ,37175.3984375,-7312.4702148
1187,1188,大豆,3, ,39080.1992188,-7727.8500977
1188,1189,大豆,3, ,39115.0000000,-7807.7998047
1189,1190,大豆,3, ,39461.5000000,-3557.3500977
1190,1191,大豆,3, ,39670.1015625,-3528.4599609
1191,1192,大豆,3, ,38654.1015625,-4104.6601563
1192,1193,大豆,3, ,38923.8007813,-4915.1899414
1193,1194,大豆,3, ,37760.1015625,-4862.2202148
1194,1195,大豆,3, ,46705.0000000,-5703.2700195
1195,1196,大豆,3, ,46604.6015625,-5674.2299805
1196,1197,大豆,3, ,46616.5000000,-5828.6699219
1197,1198,大豆,3, ,46504.3007813,-6070.2402344
1198,1199,大豆,3, ,45712.3007813,-5816.7900391
1199,1200,大豆,3, ,46142.6015625,-6359.3300781
1200,1201,大豆,3, ,45754.5000000,-6006.8798828
1201,1202,大豆,3, ,46631.0000000,-6394.9702148
1202,1203,大豆,3, ,45345.3007813,-6537.5297852
1203,1204,大豆,3, ,46396.1015625,-7282.0297852
1204,1205,大豆,3, ,46429.1015625,-7295.2299805
1205,1206,大豆,3, ,46451.5000000,-7461.5600586
1206,1207,大豆,3, ,45300.3984375,-8231.1396484
1207,1208,大豆,3, ,44950.6015625,-8426.5097656
1208,1209,玉米,3, ,20187.4003906,-5019.3598633
1209,1210,玉米,3, ,20007.5996094,-5352.4101563
1210,1211,玉米,3, ,19969.8007813,-5467.8598633
1211,1212,玉米,3, ,19612.3007813,-6078.4599609
1212,1213,玉米,3, ,18952.9003906,-6680.1699219
1213,1214,玉米,3, ,18884.0996094,-5370.1699219
1214,1215,玉米,3, ,19075.0000000,-5248.0498047
1215,1216,玉米,3, ,18611.0000000,-4939.4199219
1216,1217,玉米,3, ,18817.5000000,-6189.4702148
1217,1218,玉米,3, ,18979.5996094,-6427.0498047
1218,1219,玉米,3, ,20516.0000000,-6351.5600586
1219,1220,玉米,3, ,20134.0996094,-5416.7998047
1220,1221,玉米,3, ,19838.8007813,-4719.6098633
1221,1222,玉米,3, ,19250.4003906,-5379.0498047
1222,1223,玉米,3, ,20023.0996094,-5168.1201172
1223,1224,玉米,3, ,19863.1992188,-5596.6401367
1224,1225,玉米,3, ,20080.8007813,-5505.6098633
1225,1226,玉米,3, ,20402.8007813,-5490.0698242
1226,1227,玉米,3, ,20387.1992188,-4986.0498047
1227,1228,玉米,3, ,18677.5996094,-4610.8100586
1228,1229,玉米,3, ,20016.5000000,-4788.4399414
1229,1230,玉米,3, ,20176.3007813,-6640.2001953
1230,1231,玉米,3, ,19763.3007813,-7157.5400391
1231,1232,玉米,3, ,18997.3007813,-6844.4702148
1232,1233,玉米,3, ,19301.5000000,-7668.2202148
1233,1234,玉米,3, ,20156.3007813,-8212.2001953
1234,1235,玉米,3, ,20935.6992188,-8360.9599609
1235,1236,玉米,3, ,20964.5000000,-8487.5195313
1236,1237,玉米,3, ,20063.0996094,-8005.7099609
1237,1238,玉米,3, ,19754.5000000,-7415.1000977
1238,1239,玉米,3, ,20047.5000000,-7310.7402344
1239,1240,玉米,3, ,20227.4003906,-7115.3500977
1240,1241,玉米,3, ,20314.0000000,-6558.0498047
1241,1242,玉米,3, ,21153.3007813,-9262.4199219
1242,1243,玉米,3, ,21652.8007813,-8571.9003906
1243,1244,玉米,3, ,21253.1992188,-7559.4199219
1244,1245,玉米,3, ,20584.9003906,-7490.5898438
1245,1246,玉米,3, ,20371.6992188,-7412.8798828
1246,1247,玉米,3, ,19787.8007813,-8081.2001953
1247,1248,玉米,3, ,19656.8007813,-8007.9301758
1248,1249,玉米,3, ,20596.0000000,-9131.4199219
1249,1250,玉米,3, ,19168.3007813,-9166.9501953
1250,1251,玉米,3, ,19214.9003906,-8325.4404297
1251,1252,玉米,3, ,19359.1992188,-8332.0996094
1252,1253,玉米,3, ,18819.6992188,-8534.1503906
1253,1254,玉米,3, ,18582.0996094,-8456.4404297
1254,1255,玉米,3, ,19576.8007813,-9535.5195313
1255,1256,玉米,3, ,19972.0000000,-9491.1103516
1256,1257,玉米,3, ,21222.0996094,-9557.7197266
1257,1258,玉米,3, ,21621.8007813,-9964.0498047
1258,1259,玉米,3, ,21644.0000000,-9477.7900391
1259,1260,玉米,3, ,21792.6992188,-9346.7900391
1260,1261,玉米,3, ,21362.0000000,-9295.7197266
1261,1262,玉米,3, ,19827.6992188,-9704.2695313
1262,1263,玉米,3, ,21992.5996094,-10687.9003906
1263,1264,玉米,3, ,21763.9003906,-10659.0000000
1264,1265,玉米,3, ,21783.8007813,-9955.1699219
1265,1266,玉米,3, ,23049.4003906,-11636.0000000
1266,1267,玉米,3, ,21810.5000000,-11196.2998047
1267,1268,大豆,3, ,22751.9003906,-10128.4003906
1268,1269,大豆,3, ,22885.0996094,-10610.2001953
1269,1270,大豆,3, ,23131.5996094,-10925.5000000
1270,1271,大豆,3, ,22898.4003906,-11360.5996094
1271,1272,大豆,3, ,22554.3007813,-10228.2998047
1272,1273,大豆,3, ,22110.1992188,-9966.2695313
1273,1274,大豆,3, ,21857.0996094,-9990.6904297
1274,1275,大豆,3, ,21175.5000000,-9988.4697266
1275,1276,大豆,3, ,21048.9003906,-10727.7998047
1276,1277,大豆,3, ,23899.8007813,-12082.2001953
1277,1278,大豆,3, ,24150.6992188,-12040.0996094
1278,1279,大豆,3, ,22505.4003906,-12741.7001953
1279,1280,大豆,3, ,19792.1992188,-12928.2001953
1280,1281,大豆,3, ,20997.8007813,-13250.0996094
1281,1282,水稻,3, ,6886.5800781,-16463.3007813
1282,1283,水稻,3, ,6539.3701172,-17490.1992188
1283,1284,水稻,3, ,5959.7001953,-17696.1992188
1284,1285,水稻,3, ,5680.1699219,-16787.0000000
1285,1286,水稻,3, ,6971.9101563,-15954.2001953
1286,1287,水稻,3, ,6871.8598633,-15574.7001953
1287,1288,水稻,3, ,6539.3701172,-17301.9003906
1288,1289,水稻,3, ,6274.5498047,-17628.5000000
1289,1290,水稻,3, ,4997.5200195,-17675.5996094
1290,1291,水稻,3, ,5265.2797852,-13385.5000000
1291,1292,水稻,3, ,7887.0097656,-12802.9003906
1292,1293,水稻,3, ,9231.7099609,-13576.7001953
1293,1294,水稻,3, ,6707.0898438,-12567.5000000
1294,1295,水稻,3, ,6533.4799805,-12132.0000000
1295,1296,水稻,3, ,6330.4501953,-11805.4003906
1296,1297,水稻,3, ,5606.6098633,-11990.7998047
1297,1298,水稻,3, ,6280.4301758,-11399.2998047
1298,1299,水稻,3, ,5265.2797852,-12132.0000000
1299,1300,水稻,3, ,5650.7500000,-12567.5000000
1300,1301,水稻,3, ,4553.2099609,-13459.0000000
1301,1302,水稻,3, ,5229.9702148,-11784.7998047
1302,1303,水稻,3, ,4538.5000000,-10375.2998047
1303,1304,水稻,3, ,8940.4101563,-10098.7998047
1304,1305,水稻,3, ,9005.1396484,-10584.2998047
1305,1306,水稻,3, ,7842.8701172,-10287.0996094
1306,1307,水稻,3, ,6880.6899414,-9654.4404297
1307,1308,水稻,3, ,7345.6000977,-8910.0000000
1308,1309,水稻,3, ,6901.2900391,-8989.4501953
1309,1310,水稻,3, ,6877.7500000,-9333.7197266
1310,1311,水稻,3, ,7475.0698242,-8339.1699219
1311,1312,水稻,3, ,7510.3798828,-8409.7900391
1312,1313,水稻,3, ,6924.8300781,-8771.7099609
1313,1314,水稻,3, ,7389.7402344,-8047.8598633
1314,1315,水稻,3, ,9590.6904297,-7479.9702148
1315,1316,水稻,3, ,9378.8398438,-7680.0600586
1316,1317,水稻,3, ,9902.5898438,-7482.9101563
1317,1318,水稻,3, ,10364.5996094,-7191.6098633
1318,1319,水稻,3, ,11070.7001953,-6932.6699219
1319,1320,水稻,3, ,9146.3798828,-7365.2099609
1320,1321,水稻,3, ,9175.8095703,-7306.3598633
1321,1322,水稻,3, ,9678.9697266,-7459.3701172
1322,1323,水稻,3, ,9264.0800781,-7612.3798828
1323,1324,水稻,3, ,9496.5400391,-7474.0800781
1324,1325,水稻,3, ,9573.0400391,-7594.7202148
1325,1326,水稻,3, ,9393.5498047,-7824.2402344
1326,1327,水稻,3, ,8237.1601563,-8289.1396484
1327,1328,水稻,3, ,7553.4199219,-9646.6103516
1328,1329,水稻,3, ,7509.9199219,-9444.9296875
1329,1330,水稻,3, ,7310.2202148,-9357.9296875
1330,1331,水稻,3, ,7716.5400391,-9319.3701172
1331,1332,水稻,3, ,7897.4599609,-9392.5302734
1332,1333,水稻,3, ,7339.8798828,-9634.7402344
1333,1334,水稻,3, ,7251.8901367,-9665.3896484
1334,1335,水稻,3, ,18735.4003906,-16829.0000000
1335,1336,水稻,3, ,18706.5000000,-16108.7001953
1336,1337,水稻,3, ,19157.8007813,-17014.1992188
1337,1338,水稻,3, ,18775.9003906,-15171.4003906
1338,1339,水稻,3, ,18871.4003906,-14740.4003906
1339,1340,水稻,3, ,18865.5996094,-14977.5996094
1340,1341,水稻,3, ,18891.6992188,-15394.2001953
1341,1342,水稻,3, ,18281.3007813,-15428.9003906
1342,1343,水稻,3, ,19097.0000000,-16993.9003906
1343,1344,水稻,3, ,18796.1992188,-16915.8007813
1344,1345,水稻,3, ,19013.1992188,-17332.4003906
1345,1346,水稻,3, ,19250.4003906,-17500.1992188
1346,1347,水稻,3, ,19285.5996094,-14267.7998047
1347,1348,水稻,3, ,19102.9003906,-14539.5996094
1348,1349,水稻,3, ,19034.5000000,-14646.0000000
1349,1350,水稻,3, ,18831.0996094,-14604.7001953
1350,1351,水稻,3, ,18978.9003906,-14169.2998047
1351,1352,水稻,3, ,19099.6992188,-13799.0000000
1352,1353,水稻,3, ,18971.0000000,-13741.7998047
1353,1354,水稻,3, ,19341.1992188,-12130.4003906
1354,1355,水稻,3, ,19341.1992188,-12090.5996094
1355,1356,水稻,3, ,19104.5000000,-12845.5000000
1356,1357,水稻,3, ,18719.9003906,-12640.5000000
1357,1358,水稻,3, ,18708.6992188,-12681.7998047
1358,1359,水稻,3, ,18750.0996094,-12610.2998047
1359,1360,水稻,3, ,23183.8007813,-15713.2998047
1360,1361,水稻,3, ,23037.1992188,-15722.0000000
1361,1362,水稻,3, ,22944.3007813,-15945.5000000
1362,1363,水稻,3, ,22847.0996094,-15842.5000000
1363,1364,水稻,3, ,22548.1992188,-15828.0000000
1364,1365,水稻,3, ,22675.9003906,-16258.9003906
1365,1366,水稻,3, ,22455.3007813,-16269.0996094
1366,1367,水稻,3, ,22240.5996094,-16508.5000000
1367,1368,水稻,3, ,22156.4003906,-16547.6992188
1368,1369,水稻,3, ,22452.4003906,-17017.8007813
1369,1370,水稻,3, ,22812.3007813,-16743.5996094
1370,1371,水稻,3, ,22950.0996094,-16597.0000000
1371,1372,水稻,3, ,23233.0996094,-16393.9003906
1372,1373,水稻,3, ,23337.5996094,-16253.0996094
1373,1374,水稻,3, ,22215.9003906,-15794.5996094
1374,1375,水稻,3, ,22733.9003906,-15684.2998047
1375,1376,水稻,3, ,22985.0000000,-15736.5000000
1376,1377,水稻,3, ,22974.8007813,-15633.5000000
1377,1378,水稻,3, ,22494.5000000,-16109.5000000
1378,1379,水稻,3, ,22156.4003906,-16203.7998047
1379,1380,水稻,3, ,23858.5000000,-15653.7998047
1380,1381,水稻,3, ,23349.1992188,-15054.5000000
1381,1382,水稻,3, ,23265.0000000,-15098.0996094
1382,1383,水稻,3, ,23402.9003906,-15344.7998047
1383,1384,水稻,3, ,23260.6992188,-15366.5000000
1384,1385,水稻,3, ,24222.6992188,-15408.5996094
1385,1386,水稻,3, ,25006.3007813,-15230.0996094
1386,1387,水稻,3, ,25241.4003906,-15550.7998047
1387,1388,水稻,3, ,24659.5000000,-15205.5000000
1388,1389,水稻,3, ,24811.8007813,-14944.2998047
1389,1390,水稻,3, ,25332.8007813,-14479.9003906
1390,1391,水稻,3, ,25630.1992188,-14320.2998047
1391,1392,水稻,3, ,24729.0996094,-14066.4003906
1392,1393,水稻,3, ,24354.8007813,-14307.2998047
1393,1394,水稻,3, ,24388.0996094,-14575.7001953
1394,1395,水稻,3, ,24216.9003906,-14892.0000000
1395,1396,水稻,3, ,25238.5000000,-14963.0996094
1396,1397,水稻,3, ,25479.3007813,-14926.9003906
1397,1398,水稻,3, ,25565.0000000,-14957.2998047
1398,1399,水稻,3, ,24983.0996094,-14860.0996094
1399,1400,水稻,3, ,25374.9003906,-14416.0996094
1400,1401,水稻,3, ,24742.1992188,-13678.9003906
1401,1402,水稻,3, ,25419.8007813,-13912.5996094
1402,1403,水稻,3, ,25924.8007813,-14339.2001953
1403,1404,水稻,3, ,26033.5996094,-14166.5000000
1404,1405,水稻,3, ,26367.4003906,-14549.5996094
1405,1406,水稻,3, ,25578.0000000,-15700.2998047
1406,1407,水稻,3, ,25596.9003906,-15099.5000000
1407,1408,水稻,3, ,25451.8007813,-15153.2001953
1408,1409,水稻,3, ,25100.5996094,-15337.5000000
1409,1410,水稻,3, ,26109.0996094,-16034.0000000
1410,1411,水稻,3, ,26188.9003906,-16058.7001953
1411,1412,水稻,3, ,25802.9003906,-15970.2001953
1412,1413,水稻,3, ,25496.8007813,-15639.2998047
1413,1414,水稻,3, ,25437.3007813,-15704.5996094
1414,1415,水稻,3, ,26882.5000000,-15633.5000000
1415,1416,水稻,3, ,26815.8007813,-14564.0996094
1416,1417,水稻,3, ,27299.0000000,-14311.5996094
1417,1418,水稻,3, ,26702.5996094,-13768.9003906
1418,1419,水稻,3, ,27121.9003906,-13528.0000000
1419,1420,水稻,3, ,27188.6992188,-13541.0996094
1420,1421,水稻,3, ,26663.4003906,-13687.7001953
1421,1422,水稻,3, ,26242.5996094,-13716.7001953
1422,1423,水稻,3, ,26142.5000000,-13808.0996094
1423,1424,水稻,3, ,26004.5996094,-13754.4003906
1424,1425,水稻,3, ,26942.0000000,-13606.4003906
1425,1426,水稻,3, ,26518.3007813,-13761.7001953
1426,1427,水稻,3, ,25778.3007813,-14046.0996094
1427,1428,水稻,3, ,36839.1992188,-16277.4003906
1428,1429,水稻,3, ,37059.0000000,-15979.5000000
1429,1430,水稻,3, ,36890.5000000,-15848.0000000
1430,1431,水稻,3, ,36561.8007813,-16137.7001953
1431,1432,水稻,3, ,36418.0000000,-16065.7998047
1432,1433,水稻,3, ,36095.5000000,-15765.7998047
1433,1434,水稻,3, ,35883.8984375,-15825.4003906
1434,1435,水稻,3, ,35750.3984375,-15930.2001953
1435,1436,水稻,3, ,35688.6992188,-15971.2998047
1436,1437,水稻,3, ,35768.8007813,-15971.2998047
1437,1438,水稻,3, ,36461.1992188,-15541.9003906
1438,1439,水稻,3, ,36847.3984375,-15685.7001953
1439,1440,水稻,3, ,37266.5000000,-16067.7998047
1440,1441,水稻,3, ,37391.8007813,-16121.2001953
1441,1442,水稻,3, ,37494.5000000,-16597.9003906
1442,1443,水稻,3, ,37114.5000000,-16562.9003906
1443,1444,水稻,3, ,36923.3984375,-16390.4003906
1444,1445,水稻,3, ,36763.1992188,-16445.8007813
1445,1446,水稻,3, ,36619.3984375,-16462.3007813
1446,1447,水稻,3, ,36520.8007813,-16265.0000000
1447,1448,水稻,3, ,36496.1015625,-16207.5000000
1448,1449,水稻,3, ,35111.3984375,-14518.7998047
1449,1450,水稻,3, ,34819.6992188,-14290.7998047
1450,1451,水稻,3, ,34723.1015625,-14229.0996094
1451,1452,水稻,3, ,34897.8007813,-14999.5000000
1452,1453,水稻,3, ,34624.5000000,-15131.0000000
1453,1454,水稻,3, ,34462.1992188,-15656.9003906
1454,1455,水稻,3, ,34963.5000000,-14506.5000000
1455,1456,水稻,3, ,34772.5000000,-14385.2998047
1456,1457,水稻,3, ,35627.1015625,-14105.9003906
1457,1458,水稻,3, ,35360.0000000,-14436.5996094
1458,1459,水稻,3, ,37120.6015625,-14983.0996094
1459,1460,水稻,3, ,37484.3007813,-15050.9003906
1460,1461,水稻,3, ,37445.1992188,-14800.2998047
1461,1462,水稻,3, ,37026.1015625,-14662.5996094
1462,1463,水稻,3, ,38041.0000000,-14732.5000000
1463,1464,水稻,3, ,37967.1015625,-14816.7001953
1464,1465,水稻,3, ,38139.6015625,-14711.9003906
1465,1466,水稻,3, ,39057.8984375,-15422.7001953
1466,1467,水稻,3, ,38883.3007813,-15632.2998047
1467,1468,水稻,3, ,39312.6992188,-16016.5000000
1468,1469,水稻,3, ,39890.0000000,-16170.5000000
1469,1470,水稻,3, ,39131.8984375,-16189.0000000
1470,1471,水稻,3, ,40235.1015625,-14933.7998047
1471,1472,水稻,3, ,38598.6992188,-10479.7998047
1472,1473,水稻,3, ,38268.1992188,-10512.0996094
1473,1474,水稻,3, ,37636.0000000,-11068.9003906
1474,1475,水稻,3, ,37208.6015625,-10821.0996094
1475,1476,水稻,3, ,37348.6992188,-11388.5996094
1476,1477,水稻,3, ,36669.8007813,-11801.7001953
1477,1478,水稻,3, ,36558.3984375,-11474.7998047
1478,1479,水稻,3, ,37108.0000000,-10727.7001953
1479,1480,水稻,3, ,37733.0000000,-9671.5898438
1480,1481,水稻,3, ,38570.0000000,-11295.2001953
1481,1482,水稻,3, ,38059.8984375,-10770.7998047
1482,1483,水稻,3, ,37531.8984375,-10634.2998047
1483,1484,水稻,3, ,37492.3007813,-11133.5996094
1484,1485,水稻,3, ,37147.5000000,-10885.7001953
1485,1486,水稻,3, ,36705.6992188,-11891.5000000
1486,1487,水稻,3, ,37513.8984375,-9283.6396484
1487,1488,水稻,3, ,37553.3984375,-9402.1796875
1488,1489,水稻,3, ,39902.6015625,-10612.7001953
1489,1490,水稻,3, ,39891.8984375,-10397.2001953
1490,1491,水稻,3, ,40542.0000000,-9053.7500000
1491,1492,水稻,3, ,38645.3984375,-11025.7998047
1492,1493,水稻,3, ,37719.1992188,-9755.6298828
1493,1494,水稻,3, ,37604.6992188,-9708.4003906
1494,1495,水稻,3, ,37486.0000000,-9592.4902344
1495,1496,水稻,3, ,37387.1992188,-9329.1796875
1496,1497,水稻,3, ,37218.3984375,-10205.0000000
1497,1498,水稻,3, ,37783.6015625,-9602.5097656
1498,1499,水稻,3, ,38085.6015625,-9287.6796875
1499,1500,水稻,3, ,37584.6992188,-9178.9199219
1500,1501,水稻,3, ,37208.3007813,-9131.7001953
1501,1502,水稻,3, ,37766.3984375,-9028.6601563
1502,1503,水稻,3, ,37773.6015625,-8672.3398438
1503,1504,水稻,3, ,38716.6015625,-8401.8701172
1504,1505,水稻,3, ,38859.8007813,-8260.2001953
1505,1506,水稻,3, ,38689.5000000,-8016.9301758
1506,1507,水稻,3, ,38457.6015625,-8095.6298828
1507,1508,水稻,3, ,39333.3984375,-8995.7500000
1508,1509,水稻,3, ,39533.8007813,-9173.2001953
1509,1510,水稻,3, ,39502.3007813,-8055.5600586
1510,1511,水稻,3, ,38679.3984375,-8285.9599609
1511,1512,水稻,3, ,38394.6992188,-8653.7304688
1512,1513,水稻,3, ,38001.1015625,-8610.7998047
1513,1514,水稻,3, ,38091.3007813,-9068.7304688
